train_id,train_number,train_name,train_type,priority_level,scheduled_route,coach_length,max_speed_kmph
TRN0192,04324,Panipat–Delhi Passenger,Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0193,04325,Delhi–Ambala Passenger,Passenger,5,"STN102,STN045,STN004",16,100
TRN0194,04326,Ambala–Delhi Passenger,Passenger,5,"STN004,STN045,STN102",16,100
TRN0195,04327,Delhi–Meerut MEMU,Passenger,5,"STN102,STN060,STN095",16,100
TRN0196,04328,Meerut–Delhi MEMU,Passenger,5,"STN095,STN060,STN102",16,100
TRN0197,04329,Delhi–Ghaziabad MEMU,Passenger,5,"STN102,STN053",16,100
TRN0198,04330,Ghaziabad–Delhi MEMU,Passenger,5,"STN053,STN102",16,100
TRN0199,04331,Delhi–Rewari Passenger,Passenger,5,"STN102,STN119,STN117",16,100
TRN0200,04332,Rewari–Delhi Passenger,Passenger,5,"STN117,STN119,STN102",16,100
TRN0201,04649,New Delhi–Shri Vaishno Devi Katra SF (NR sec),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006,STN075",22,130
TRN0202,04650,Shri Vaishno Devi Katra–New Delhi SF (NR sec),Superfast,2,"STN075,STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0203,12037,New Delhi–Ludhiana Shatabdi (NR sec),Superfast,1,"STN102,STN045,STN004,STN093",16,130
TRN0204,12038,Ludhiana–New Delhi Shatabdi (NR sec),Superfast,1,"STN093,STN004,STN045,STN102",16,130
TRN0205,12421,New Delhi–Amritsar Intercity (Alt),Express,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,120
TRN0206,12422,Amritsar–New Delhi Intercity (Alt),Express,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,120
TRN0207,14519,Old Delhi–Ambala Intercity,Express,2,"STN043,STN045,STN004",22,120
TRN0208,14520,Ambala–Old Delhi Intercity,Express,2,"STN004,STN045,STN043",22,120
TRN0209,14523,Ambala–Laksar Passenger (NR sec),Passenger,5,"STN004,STN123,STN063",16,100
TRN0210,14524,Laksar–Ambala Passenger (NR sec),Passenger,5,"STN063,STN123,STN004",16,100
TRN0211,14525,Ambala–Dehradun Passenger (NR sec),Passenger,5,"STN004,STN123,STN063,STN041",16,100
TRN0212,14526,Dehradun–Ambala Passenger (NR sec),Passenger,5,"STN041,STN063,STN123,STN004",16,100
TRN0213,04341,Delhi–Ganaur EMU,Passenger,5,"STN102,STN134",16,100
TRN0214,04342,Ganaur–Delhi EMU,Passenger,5,"STN134,STN102",16,100
TRN0215,04343,Delhi–Sonipat EMU,Passenger,5,"STN102,STN134",16,100
TRN0216,04344,Sonipat–Delhi EMU,Passenger,5,"STN134,STN102",16,100
TRN0217,04345,Delhi–Panipat MEMU,Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0218,04346,Panipat–Delhi MEMU,Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0219,04347,Delhi–Rohtak MEMU,Passenger,5,"STN102,STN119,STN120",16,100
TRN0220,04348,Rohtak–Delhi MEMU,Passenger,5,"STN120,STN119,STN102",16,100
TRN0221,04349,Delhi–Rewari MEMU,Passenger,5,"STN102,STN119,STN117",16,100
TRN0222,04350,Rewari–Delhi MEMU,Passenger,5,"STN117,STN119,STN102",16,100
TRN0223,04355,Delhi–Meerut MEMU,Passenger,5,"STN102,STN060,STN095",16,100
TRN0224,04356,Meerut–Delhi MEMU,Passenger,5,"STN095,STN060,STN102",16,100
TRN0225,04357,Delhi–Ghaziabad EMU,Passenger,5,"STN102,STN053",16,100
TRN0226,04358,Ghaziabad–Delhi EMU,Passenger,5,"STN053,STN102",16,100
TRN0227,04359,Delhi–Shahdara EMU,Passenger,5,"STN102,STN045",16,100
TRN0228,04360,Shahdara–Delhi EMU,Passenger,5,"STN045,STN102",16,100
TRN0229,04611,NDLS–Amritsar Holiday SF (NR sec),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,130
TRN0230,04612,Amritsar–NDLS Holiday SF (NR sec),Superfast,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0231,12231,LKO–Chandigarh Express (NR sec),Superfast,2,"STN021,STN102,STN045,STN004,STN037",22,130
TRN0232,12232,Chandigarh–LKO Express (NR sec),Superfast,2,"STN037,STN004,STN045,STN102,STN021",22,130
TRN0233,14607,Ludhiana–Old Delhi Intercity (NR sec),Express,3,"STN093,STN004,STN045,STN043",22,120
TRN0234,14608,Old Delhi–Ludhiana Intercity (NR sec),Express,3,"STN043,STN045,STN004,STN093",22,120
TRN0235,04639,Chandigarh–Amritsar SF Spl (NR sec),Superfast,2,"STN037,STN004,STN093,STN074,STN006",22,130
TRN0236,04640,Amritsar–Chandigarh SF Spl (NR sec),Superfast,2,"STN006,STN074,STN093,STN004,STN037",22,130
TRN0237,04655,Nizamuddin–Ambala SF Spl,Superfast,2,"STN064,STN045,STN004",22,130
TRN0238,04656,Ambala–Nizamuddin SF Spl,Superfast,2,"STN004,STN045,STN064",22,130
TRN0239,04657,Nizamuddin–Dehradun SF Spl (NR sec),Superfast,2,"STN064,STN053,STN123,STN063,STN041",22,130
TRN0240,04658,Dehradun–Nizamuddin SF Spl (NR sec),Superfast,2,"STN041,STN063,STN123,STN053,STN064",22,130
TRN0241,22301,Patna–Howrah Vande Bharat (NR sec via ANVT–Prayagraj),Superfast,1,"STN009,STN119",16,160
TRN0242,22302,Howrah–Patna Vande Bharat (NR sec via Prayagraj–ANVT),Superfast,1,"STN119,STN009",16,160
TRN0243,22401,NDLS–Una Himachal SF (NR sec),Superfast,2,"STN102,STN045,STN004,STN037,STN003",22,130
TRN0244,22402,Una Himachal–NDLS SF (NR sec),Superfast,2,"STN003,STN037,STN004,STN045,STN102",22,130
TRN0245,14555,Old Delhi–Tanakpur (NR sec to Ghaziabad),Express,3,"STN043,STN053",22,120
TRN0246,14556,Tanakpur–Old Delhi (NR sec from Ghaziabad),Express,3,"STN053,STN043",22,120
TRN0247,14659,Delhi–Pathankot Express (NR sec),Express,3,"STN102,STN045,STN004,STN093,STN074,STN073",22,120
TRN0248,14660,Pathankot–Delhi Express (NR sec),Express,3,"STN073,STN074,STN093,STN004,STN045,STN102",22,120
TRN0249,04671,NDLS–Kalka Holiday Spl (Alt, NR sec),Superfast,2,"STN102,STN045,STN004,STN036,STN080",16,130
TRN0250,04672,Kalka–NDLS Holiday Spl (Alt, NR sec),Superfast,2,"STN080,STN036,STN004,STN045,STN102",16,130
TRN0251,12011,New Delhi–Kalka Shatabdi (AM),Superfast,1,"STN102,STN045,STN004,STN036,STN080",16,130
TRN0252,12012,Kalka–New Delhi Shatabdi (PM),Superfast,1,"STN080,STN036,STN004,STN045,STN102",16,130
TRN0253,12037,New Delhi–Ludhiana Shatabdi,Superfast,1,"STN102,STN045,STN004,STN093",16,130
TRN0254,12038,Ludhiana–New Delhi Shatabdi,Superfast,1,"STN093,STN004,STN045,STN102",16,130
TRN0255,12031,New Delhi–Amb Andaura Shatabdi,Superfast,1,"STN102,STN045,STN004,STN037,STN003",16,130
TRN0256,12032,Amb Andaura–New Delhi Shatabdi,Superfast,1,"STN003,STN037,STN004,STN045,STN102",16,130
TRN0257,12041,New Delhi–Ghaziabad EMU Shatabdi Link,Superfast,1,"STN102,STN053",16,130
TRN0258,12042,Ghaziabad–New Delhi EMU Shatabdi Link,Superfast,1,"STN053,STN102",16,130
TRN0259,12413,New Delhi–Amritsar Shatabdi (Eve),Superfast,1,"STN102,STN045,STN004,STN093,STN074,STN006",16,130
TRN0260,12414,Amritsar–New Delhi Shatabdi (Morn),Superfast,1,"STN006,STN074,STN093,STN004,STN045,STN102",16,130
TRN0261,12425,New Delhi–Jammu Rajdhani,Superfast,1,"STN102,STN045,STN004,STN093,STN074,STN006,STN075",22,140
TRN0262,12426,Jammu–New Delhi Rajdhani,Superfast,1,"STN075,STN006,STN074,STN093,STN004,STN045,STN102",22,140
TRN0263,22439,New Delhi–Kota Vande Bharat (NR sec),Superfast,1,"STN102,STN045",16,160
TRN0264,22440,Kota–New Delhi Vande Bharat (NR sec),Superfast,1,"STN045,STN102",16,160
TRN0265,22447,New Delhi–Una Vande Bharat (NR sec),Superfast,1,"STN102,STN045,STN004,STN037,STN003",16,160
TRN0266,22448,Una–New Delhi Vande Bharat (NR sec),Superfast,1,"STN003,STN037,STN004,STN045,STN102",16,160
TRN0267,22457,Anand Vihar–Dehradun Vande Bharat,Superfast,1,"STN009,STN053,STN063,STN041",16,160
TRN0268,22458,Dehradun–Anand Vihar Vande Bharat,Superfast,1,"STN041,STN063,STN053,STN009",16,160
TRN0269,12459,NDLS–Amritsar Intercity,Express,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,120
TRN0270,12460,Amritsar–NDLS Intercity,Express,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,120
TRN0271,14631,Dehradun–Amritsar Express,Express,3,"STN041,STN063,STN123,STN004,STN093,STN074,STN006",22,120
TRN0272,14632,Amritsar–Dehradun Express,Express,3,"STN006,STN074,STN093,STN004,STN123,STN063,STN041",22,120
TRN0273,14511,Nizamuddin–Ambala Intercity,Express,2,"STN064,STN045,STN004",22,120
TRN0274,14512,Ambala–Nizamuddin Intercity,Express,2,"STN004,STN045,STN064",22,120
TRN0275,14607,Ludhiana–Old Delhi Intercity,Express,3,"STN093,STN004,STN045,STN043",22,120
TRN0276,14608,Old Delhi–Ludhiana Intercity,Express,3,"STN043,STN045,STN004,STN093",22,120
TRN0277,12483,Amritsar–Kochuveli SF (NR sec),Superfast,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0278,12484,Kochuveli–Amritsar SF (NR sec),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,130
TRN0279,04301,Delhi–Rohtak Passenger,Passenger,5,"STN102,STN119,STN120",16,100
TRN0280,04302,Rohtak–Delhi Passenger,Passenger,5,"STN120,STN119,STN102",16,100
TRN0281,04303,Delhi–Rewari Passenger,Passenger,5,"STN102,STN119,STN117",16,100
TRN0282,04304,Rewari–Delhi Passenger,Passenger,5,"STN117,STN119,STN102",16,100
TRN0283,04305,Delhi–Hapur MEMU,Passenger,5,"STN102,STN060,STN060,STN060",16,100
TRN0284,04306,Hapur–Delhi MEMU,Passenger,5,"STN060,STN060,STN060,STN102",16,100
TRN0285,04307,Delhi–Meerut MEMU,Passenger,5,"STN102,STN060,STN095",16,100
TRN0286,04308,Meerut–Delhi MEMU,Passenger,5,"STN095,STN060,STN102",16,100
TRN0287,04309,Delhi–Shamli Passenger (NR sec),Passenger,5,"STN102,STN060",16,100
TRN0288,04310,Shamli–Delhi Passenger (NR sec),Passenger,5,"STN060,STN102",16,100
TRN0289,04311,Delhi–Panipat Passenger,Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0290,04312,Panipat–Delhi Passenger,Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0291,04313,Delhi–Ghaziabad EMU,Passenger,5,"STN102,STN053",16,100
TRN0292,04314,Ghaziabad–Delhi EMU,Passenger,5,"STN053,STN102",16,100
TRN0293,04315,Delhi–Sonipat EMU,Passenger,5,"STN102,STN134",16,100
TRN0294,04316,Sonipat–Delhi EMU,Passenger,5,"STN134,STN102",16,100
TRN0295,04317,Delhi–Karnal MEMU,Passenger,5,"STN102,STN119,STN088,STN082",16,100
TRN0296,04318,Karnal–Delhi MEMU,Passenger,5,"STN082,STN088,STN119,STN102",16,100
TRN0297,04319,Delhi–Kurukshetra MEMU,Passenger,5,"STN102,STN119,STN088,STN088",16,100
TRN0298,04320,Kurukshetra–Delhi MEMU,Passenger,5,"STN088,STN088,STN119,STN102",16,100
TRN0299,04321,Delhi–Ambala MEMU,Passenger,5,"STN102,STN045,STN004",16,100
TRN0300,04322,Ambala–Delhi MEMU,Passenger,5,"STN004,STN045,STN102",16,100
TRN0301,04611,New Delhi–Amritsar Holiday SF,Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,130
TRN0302,04612,Amritsar–New Delhi Holiday SF,Superfast,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0303,04639,Chandigarh–Amritsar SF Spl,Superfast,2,"STN037,STN004,STN093,STN074,STN006",22,130
TRN0304,04640,Amritsar–Chandigarh SF Spl,Superfast,2,"STN006,STN074,STN093,STN004,STN037",22,130
TRN0305,04655,Nizamuddin–Ambala SF Spl,Superfast,2,"STN064,STN045,STN004",22,130
TRN0306,04656,Ambala–Nizamuddin SF Spl,Superfast,2,"STN004,STN045,STN064",22,130
TRN0307,04657,Nizamuddin–Dehradun SF Spl,Superfast,2,"STN064,STN053,STN063,STN041",22,130
TRN0308,04658,Dehradun–Nizamuddin SF Spl,Superfast,2,"STN041,STN063,STN053,STN064",22,130
TRN0309,14519,Old Delhi–Ambala Intercity (Alt),Express,2,"STN043,STN045,STN004",22,120
TRN0310,14520,Ambala–Old Delhi Intercity (Alt),Express,2,"STN004,STN045,STN043",22,120
TRN0311,14521,Ambala–Nangal Dam (NR sec),Express,3,"STN004,STN037,STN022",22,120
TRN0312,14522,Nangal Dam–Ambala (NR sec),Express,3,"STN022,STN037,STN004",22,120
TRN0313,04401,NDLS–Ambala MEMU (Alt),Passenger,5,"STN102,STN045,STN004",16,100
TRN0314,04402,Ambala–NDLS MEMU (Alt),Passenger,5,"STN004,STN045,STN102",16,100
TRN0315,04403,NDLS–Ghaziabad EMU,Passenger,5,"STN102,STN053",16,100
TRN0316,04404,Ghaziabad–NDLS EMU,Passenger,5,"STN053,STN102",16,100
TRN0317,04405,NDLS–Meerut EMU,Passenger,5,"STN102,STN060,STN095",16,100
TRN0318,04406,Meerut–NDLS EMU,Passenger,5,"STN095,STN060,STN102",16,100
TRN0319,04407,NDLS–Panipat MEMU,Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0320,04408,Panipat–NDLS MEMU,Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0321,04409,NDLS–Shamli EMU (Alt),Passenger,5,"STN102,STN060",16,100
TRN0322,04410,Shamli–NDLS EMU (Alt),Passenger,5,"STN060,STN102",16,100
TRN0323,04341,Delhi–Ganaur EMU (Alt),Passenger,5,"STN102,STN134",16,100
TRN0324,04342,Ganaur–Delhi EMU (Alt),Passenger,5,"STN134,STN102",16,100
TRN0325,04343,Delhi–Sonipat EMU (Alt),Passenger,5,"STN102,STN134",16,100
TRN0326,04344,Sonipat–Delhi EMU (Alt),Passenger,5,"STN134,STN102",16,100
TRN0327,04345,Delhi–Panipat MEMU (Alt),Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0328,04346,Panipat–Delhi MEMU (Alt),Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0329,04347,Delhi–Rohtak MEMU (Alt),Passenger,5,"STN102,STN119,STN120",16,100
TRN0330,04348,Rohtak–Delhi MEMU (Alt),Passenger,5,"STN120,STN119,STN102",16,100
TRN0331,04349,Delhi–Rewari MEMU (Alt),Passenger,5,"STN102,STN119,STN117",16,100
TRN0332,04350,Rewari–Delhi MEMU (Alt),Passenger,5,"STN117,STN119,STN102",16,100
TRN0333,04355,Delhi–Meerut MEMU (Alt),Passenger,5,"STN102,STN060,STN095",16,100
TRN0334,04356,Meerut–Delhi MEMU (Alt),Passenger,5,"STN095,STN060,STN102",16,100
TRN0335,04357,Delhi–Ghaziabad EMU (Alt),Passenger,5,"STN102,STN053",16,100
TRN0336,04358,Ghaziabad–Delhi EMU (Alt),Passenger,5,"STN053,STN102",16,100
TRN0337,04359,Delhi–Shahdara EMU (Alt),Passenger,5,"STN102,STN045",16,100
TRN0338,04360,Shahdara–Delhi EMU (Alt),Passenger,5,"STN045,STN102",16,100
TRN0339,04361,Delhi–Ambala MEMU (Alt),Passenger,5,"STN102,STN045,STN004",16,100
TRN0340,04362,Ambala–Delhi MEMU (Alt),Passenger,5,"STN004,STN045,STN102",16,100
TRN0341,04363,Delhi–Yamunanagar MEMU,Passenger,5,"STN102,STN053,STN123",16,100
TRN0342,04364,Yamunanagar–Delhi MEMU,Passenger,5,"STN123,STN053,STN102",16,100
TRN0343,04365,Delhi–Jagadhri Passenger,Passenger,5,"STN102,STN053,STN123,STN071",16,100
TRN0344,04366,Jagadhri–Delhi Passenger,Passenger,5,"STN071,STN123,STN053,STN102",16,100
TRN0345,04367,Delhi–Saharanpur MEMU,Passenger,5,"STN102,STN053,STN123",16,100
TRN0346,04368,Saharanpur–Delhi MEMU,Passenger,5,"STN123,STN053,STN102",16,100
TRN0347,04369,Delhi–Haridwar MEMU (NR sec),Passenger,5,"STN102,STN053,STN123,STN063",16,100
TRN0348,04370,Haridwar–Delhi MEMU (NR sec),Passenger,5,"STN063,STN123,STN053,STN102",16,100
TRN0349,04371,Delhi–Dehradun MEMU (NR sec to Haridwar),Passenger,5,"STN102,STN053,STN123,STN063",16,100
TRN0350,04372,Dehradun–Delhi MEMU (NR sec from Haridwar),Passenger,5,"STN063,STN123,STN053,STN102",16,100
TRN0351,12045,NDLS–CDG Shatabdi (Alt slot),Superfast,1,"STN102,STN045,STN004,STN037",16,130
TRN0352,12046,CDG–NDLS Shatabdi (Alt slot),Superfast,1,"STN037,STN004,STN045,STN102",16,130
TRN0353,12029,NDLS–ASR Swarna Shatabdi (Alt slot),Superfast,1,"STN102,STN045,STN004,STN093,STN074,STN006",16,130
TRN0354,12030,ASR–NDLS Swarna Shatabdi (Alt slot),Superfast,1,"STN006,STN074,STN093,STN004,STN045,STN102",16,130
TRN0355,12425,NDLS–JAT Rajdhani (Alt day),Superfast,1,"STN102,STN045,STN004,STN093,STN074,STN006,STN075",22,140
TRN0356,12426,JAT–NDLS Rajdhani (Alt day),Superfast,1,"STN075,STN006,STN074,STN093,STN004,STN045,STN102",22,140
TRN0357,12447,Uttar Sampark Kranti (Alt),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006,STN075",20,130
TRN0358,12448,Uttar Sampark Kranti R (Alt),Superfast,2,"STN075,STN006,STN074,STN093,STN004,STN045,STN102",20,130
TRN0359,12259,Sealdah Duronto (NR touch),Superfast,1,"STN102,STN030",20,140
TRN0360,12260,Sealdah Duronto R (NR touch),Superfast,1,"STN030,STN102",20,140
TRN0361,12497,Shane Punjab (Peak),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,130
TRN0362,12498,Shane Punjab R (Peak),Superfast,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0363,14631,DDN–ASR Express (Peak),Express,3,"STN041,STN063,STN123,STN004,STN093,STN074,STN006",22,120
TRN0364,14632,ASR–DDN Express (Peak),Express,3,"STN006,STN074,STN093,STN004,STN123,STN063,STN041",22,120
TRN0365,14511,NZM–UMB Intercity (Alt),Express,2,"STN064,STN045,STN004",22,120
TRN0366,14512,UMB–NZM Intercity (Alt),Express,2,"STN004,STN045,STN064",22,120
TRN0367,14519,DLI–UMB Intercity (Alt),Express,2,"STN043,STN045,STN004",22,120
TRN0368,14520,UMB–DLI Intercity (Alt),Express,2,"STN004,STN045,STN043",22,120
TRN0369,04611,NDLS–ASR Holiday SF (Fest),Superfast,2,"STN102,STN045,STN004,STN093,STN074,STN006",22,130
TRN0370,04612,ASR–NDLS Holiday SF (Fest),Superfast,2,"STN006,STN074,STN093,STN004,STN045,STN102",22,130
TRN0371,04401,NDLS–UMB MEMU (Peak),Passenger,5,"STN102,STN045,STN004",16,100
TRN0372,04402,UMB–NDLS MEMU (Peak),Passenger,5,"STN004,STN045,STN102",16,100
TRN0373,04405,NDLS–Meerut EMU (Peak),Passenger,5,"STN102,STN060,STN095",16,100
TRN0374,04406,Meerut–NDLS EMU (Peak),Passenger,5,"STN095,STN060,STN102",16,100
TRN0375,04407,NDLS–Panipat MEMU (Peak),Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0376,04408,Panipat–NDLS MEMU (Peak),Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0377,04409,NDLS–Shamli EMU (Peak),Passenger,5,"STN102,STN060",16,100
TRN0378,04410,Shamli–NDLS EMU (Peak),Passenger,5,"STN060,STN102",16,100
TRN0379,04331,DLI–GZB EMU,Passenger,5,"STN043,STN053",16,100
TRN0380,04332,GZB–DLI EMU,Passenger,5,"STN053,STN043",16,100
TRN0381,04341,NDLS–Ganaur EMU (Peak),Passenger,5,"STN102,STN134",16,100
TRN0382,04342,Ganaur–NDLS EMU (Peak),Passenger,5,"STN134,STN102",16,100
TRN0383,04343,NDLS–Sonipat EMU (Peak),Passenger,5,"STN102,STN134",16,100
TRN0384,04344,Sonipat–NDLS EMU (Peak),Passenger,5,"STN134,STN102",16,100
TRN0385,04345,NDLS–Panipat MEMU (Alt Peak),Passenger,5,"STN102,STN119,STN088,STN104",16,100
TRN0386,04346,Panipat–NDLS MEMU (Alt Peak),Passenger,5,"STN104,STN088,STN119,STN102",16,100
TRN0387,04347,NDLS–Rohtak MEMU (Peak),Passenger,5,"STN102,STN119,STN120",16,100
TRN0388,04348,Rohtak–NDLS MEMU (Peak),Passenger,5,"STN120,STN119,STN102",16,100
TRN0389,04349,NDLS–Rewari MEMU (Peak),Passenger,5,"STN102,STN119,STN117",16,100
TRN0390,04350,Rewari–NDLS MEMU (Peak),Passenger,5,"STN117,STN119,STN102",16,100
TRN0391,04355,NDLS–Meerut MEMU (Alt Peak),Passenger,5,"STN102,STN060,STN095",16,100
TRN0392,04356,Meerut–NDLS MEMU (Alt Peak),Passenger,5,"STN095,STN060,STN102",16,100
TRN0393,04357,NDLS–Ghaziabad EMU (Peak),Passenger,5,"STN102,STN053",16,100
TRN0394,04358,Ghaziabad–NDLS EMU (Peak),Passenger,5,"STN053,STN102",16,100
TRN0395,04359,NDLS–Shahdara EMU (Peak),Passenger,5,"STN102,STN045",16,100
TRN0396,04360,Shahdara–NDLS EMU (Peak),Passenger,5,"STN045,STN102",16,100
TRN0397,04361,NDLS–Ambala MEMU (Alt Peak),Passenger,5,"STN102,STN045,STN004",16,100
TRN0398,04362,Ambala–NDLS MEMU (Alt Peak),Passenger,5,"STN004,STN045,STN102",16,100
TRN0399,04363,NDLS–Yamunanagar MEMU (Peak),Passenger,5,"STN102,STN053,STN123",16,100
TRN0400,04364,Yamunanagar–NDLS MEMU (Peak),Passenger,5,"STN123,STN053,STN102",16,100
